customer_id,age,gender,city,subscription_type,signup_date,monthly_spend,satisfaction_score,review_text,churned
100400,30.0,female,Санкт-Петербург,premium,2022-11-11,1895.477843913905,3.0,Товар в целом соответствует описанию,0
100330,32.0,female,Москва,standard,2021-04-20,967.8759646561857,4.0,"Прекрасное качество товара, рекомендую",0
100397,47.0,female,Новосибирск,basic,2024-09-18,1113.0832873077322,4.0,"Прекрасное качество товара, рекомендую",0
100079,46.0,male,Санкт-Петербург,basic,2022-07-25,416.01215981975724,4.0,"Быстрая доставка, буду заказывать ещё",1
100235,29.0,female,Новосибирск,basic,2024-06-10,844.5231935803384,,Товар в целом соответствует описанию,0
100648,17.0,male,Москва,standard,2021-08-13,1826.200219766029,5.0,"Прекрасное качество товара, рекомендую",1
100121,26.0,male,Новосибирск,basic,2023-12-20,1054.4785291471267,3.0,"Могло быть и лучше, но сойдёт",1
100200,36.0,male,Санкт-Петербург,basic,2024-02-20,521.1839938557569,5.0,Рекомендую этот магазин всем друзьям,1
100292,,female,Нижний Новгород,standard,2024-07-19,1901.0126080715995,5.0,"Очень доволен покупкой, спасибо магазину",0
100061,18.0,male,Санкт-Петербург,basic,2022-08-21,901.3921818169345,3.0,Доставка была средней скорости,1
100353,31.0,male,Новосибирск,basic,2022-10-21,523.6175519820905,3.0,"Могло быть и лучше, но сойдёт",1
100031,64.0,female,Санкт-Петербург,basic,2024-12-19,1239.4290293015756,3.0,"Могло быть и лучше, но сойдёт",1
100070,36.0,male,Новосибирск,basic,2022-08-02,927.4935748622196,1.0,"Долго ждал доставку, очень разочарован",1
100156,59.0,male,Новосибирск,premium,2023-11-02,2345.7881702255263,4.0,"Быстрая доставка, буду заказывать ещё",0
100210,34.0,male,Казань,standard,2022-03-13,2237.669829180031,4.0,"Очень доволен покупкой, спасибо магазину",0
100045,39.0,male,Нижний Новгород,basic,2021-09-06,1008.7221816066779,4.0,"Очень доволен покупкой, спасибо магазину",0
100071,23.0,male,Нижний Новгород,standard,2024-08-25,1654.6237913633422,4.0,"Прекрасное качество товара, рекомендую",0
100483,39.0,female,Москва,standard,2022-03-14,1659.8546932726465,3.0,,0
100249,73.0,male,Москва,basic,2021-02-21,530.0169547754829,4.0,"Отличный сервис, всё понравилось!",0
100543,41.0,male,Казань,basic,2024-06-21,990.2017788014256,3.0,Товар в целом соответствует описанию,1
100423,31.0,male,Санкт-Петербург,standard,2023-02-03,1386.927214518997,5.0,"Очень доволен покупкой, спасибо магазину",0
100596,33.0,male,Санкт-Петербург,standard,2021-03-29,2067.8808712415594,4.0,"Быстрая доставка, буду заказывать ещё",0
100532,27.0,male,Москва,standard,2023-06-21,1665.5690958460964,4.0,"Отличный сервис, всё понравилось!",0
100183,33.0,female,Екатеринбург,basic,2022-08-14,597.1230884053836,3.0,"Нормально, но есть куда расти",1
100287,41.0,male,Санкт-Петербург,basic,2022-02-20,809.4351358458312,5.0,"Быстрая доставка, буду заказывать ещё",0
100066,48.0,female,Москва,standard,2021-11-26,1458.6069977624265,3.0,"Могло быть и лучше, но сойдёт",0
100526,,female,Новосибирск,premium,2021-07-05,3324.233155420034,1.0,Не рекомендую этот магазин никому,0
100050,39.0,male,Екатеринбург,standard,2022-09-06,751.858288897574,3.0,"Могло быть и лучше, но сойдёт",1
100159,32.0,female,Москва,standard,2023-01-12,1420.7132813531935,5.0,"Быстрая доставка, буду заказывать ещё",0
100307,34.0,male,Екатеринбург,standard,2022-11-26,1033.3147169183244,5.0,"Прекрасное качество товара, рекомендую",0
100040,46.0,female,Москва,basic,2023-12-01,992.1725892007173,3.0,"Могло быть и лучше, но сойдёт",0
100149,51.0,male,Новосибирск,basic,2023-09-10,916.8364513158281,4.0,"Быстрая доставка, буду заказывать ещё",0
100489,28.0,female,Новосибирск,standard,2024-07-24,1308.040985344424,4.0,,1
100007,40.0,male,Нижний Новгород,basic,2024-12-21,640.8382998471765,4.0,"Очень доволен покупкой, спасибо магазину",1
100232,31.0,male,Екатеринбург,basic,2021-09-13,602.2086268785256,3.0,"Могло быть и лучше, но сойдёт",0
100644,40.0,female,Санкт-Петербург,premium,2024-10-30,4698.7390718494225,4.0,"Быстрая доставка, буду заказывать ещё",0
100214,32.0,male,Казань,basic,2022-05-03,556.1560329420267,3.0,Доставка была средней скорости,1
100635,34.0,female,Санкт-Петербург,standard,2023-08-28,1619.3614746662515,2.0,Не рекомендую этот магазин никому,0
100136,26.0,other,Москва,basic,2024-07-01,896.462787938915,3.0,"Могло быть и лучше, но сойдёт",1
100337,30.0,other,Москва,basic,2021-04-30,357.41109171979406,5.0,Рекомендую этот магазин всем друзьям,0
100164,28.0,male,Москва,premium,2021-09-06,4156.024375397466,4.0,"Очень доволен покупкой, спасибо магазину",0
100311,52.0,male,Нижний Новгород,standard,2021-05-16,1500.9060359629411,4.0,"Быстрая доставка, буду заказывать ещё",0
100087,32.0,male,Нижний Новгород,basic,2022-03-17,659.8329600267182,4.0,"Быстрая доставка, буду заказывать ещё",0
100177,57.0,female,Санкт-Петербург,standard,2024-11-04,1681.8439292894318,,Рекомендую этот магазин всем друзьям,0
100435,49.0,male,Москва,premium,2024-01-13,2899.3722186480504,5.0,Рекомендую этот магазин всем друзьям,0
100598,48.0,male,Москва,standard,2023-05-12,2019.684365654266,5.0,"Отличный сервис, всё понравилось!",0
100630,16.0,female,Новосибирск,standard,2021-11-21,1814.30129019769,3.0,Товар в целом соответствует описанию,0
100589,41.0,female,Москва,basic,2023-03-21,946.5781173910866,3.0,Товар в целом соответствует описанию,0
100166,27.0,female,Екатеринбург,standard,2023-07-28,1166.3034656433892,5.0,"Отличный сервис, всё понравилось!",0
100042,45.0,female,Москва,standard,2024-03-12,951.797719333415,5.0,"Отличный сервис, всё понравилось!",0
100487,29.0,male,Москва,standard,2024-01-01,1319.734269235735,,"Очень доволен покупкой, спасибо магазину",1
100109,48.0,male,Нижний Новгород,basic,2023-05-01,616.0491597925594,5.0,"Прекрасное качество товара, рекомендую",0
100410,22.0,female,Казань,premium,2022-10-21,3624.5331795551356,4.0,"Отличный сервис, всё понравилось!",1
100057,35.0,male,Нижний Новгород,basic,2024-08-23,729.5832581446463,4.0,"Очень доволен покупкой, спасибо магазину",1
100209,27.0,male,Новосибирск,basic,2023-10-31,527.8949538992651,4.0,"Быстрая доставка, буду заказывать ещё",1
100558,26.0,male,Санкт-Петербург,premium,2023-08-06,4261.766039842674,4.0,"Прекрасное качество товара, рекомендую",0
100394,44.0,female,Москва,basic,2024-10-27,,4.0,,0
100137,42.0,female,Санкт-Петербург,standard,2021-09-19,1234.1459531021205,3.0,Доставка была средней скорости,0
100228,61.0,other,Москва,basic,2021-05-16,868.9497826487273,3.0,Товар в целом соответствует описанию,1
100579,,female,Санкт-Петербург,standard,2024-04-15,2590.669377115201,2.0,Обслуживание оставляет желать лучшего,1
100132,21.0,female,Нижний Новгород,basic,2024-07-02,890.8734377211285,4.0,"Очень доволен покупкой, спасибо магазину",0
100025,33.0,male,Казань,basic,2022-07-06,1253.1017531670718,5.0,"Быстрая доставка, буду заказывать ещё",0
100350,56.0,other,Екатеринбург,basic,2022-12-20,1063.3586017286882,5.0,"Прекрасное качество товара, рекомендую",0
100465,25.0,female,Санкт-Петербург,basic,2021-01-10,900.877479146271,5.0,"Очень доволен покупкой, спасибо магазину",0
100211,49.0,male,Екатеринбург,standard,2021-10-16,1284.8866687270124,4.0,"Очень доволен покупкой, спасибо магазину",0
100606,44.0,male,Казань,basic,2023-10-16,,4.0,"Отличный сервис, всё понравилось!",0
100111,43.0,male,Новосибирск,basic,2022-02-03,1359.4459211739368,5.0,"Отличный сервис, всё понравилось!",0
100083,34.0,male,Екатеринбург,basic,2023-12-16,792.2061622598108,4.0,"Отличный сервис, всё понравилось!",0
100052,46.0,male,Екатеринбург,standard,2024-04-03,1407.3976291264844,3.0,Товар в целом соответствует описанию,0
100205,16.0,female,Москва,premium,2023-01-26,2561.540748452842,4.0,"Прекрасное качество товара, рекомендую",0
100545,35.0,male,Санкт-Петербург,standard,2023-04-02,2273.665784688402,3.0,"Нормально, но есть куда расти",0
100429,21.0,female,Новосибирск,basic,2022-07-10,1007.1561772889934,4.0,Рекомендую этот магазин всем друзьям,1
100248,60.0,male,Москва,premium,2021-11-25,2694.5535713445297,4.0,"Быстрая доставка, буду заказывать ещё",0
100219,36.0,female,Санкт-Петербург,standard,2024-03-13,1621.4359748624638,3.0,"Нормально, но есть куда расти",0
100019,49.0,female,Новосибирск,standard,2021-12-19,1619.7664097676052,4.0,"Прекрасное качество товара, рекомендую",0
100568,30.0,male,Санкт-Петербург,standard,2023-10-26,2301.6636004227066,2.0,"Ужасный опыт, больше не закажу",0
100409,16.0,female,Екатеринбург,standard,2024-06-10,1897.778749087052,,"Прекрасное качество товара, рекомендую",0
100132,21.0,female,Нижний Новгород,basic,2024-07-02,890.8734377211285,4.0,"Очень доволен покупкой, спасибо магазину",0
100062,34.0,male,Нижний Новгород,standard,2023-04-06,1948.4939358587878,4.0,"Очень доволен покупкой, спасибо магазину",0
100297,,female,Москва,standard,2023-05-30,1871.1602950109977,4.0,"Быстрая доставка, буду заказывать ещё",0
100452,42.0,female,Санкт-Петербург,standard,2024-04-04,1082.1005502166558,4.0,Рекомендую этот магазин всем друзьям,0
100030,43.0,female,Новосибирск,basic,2024-01-15,1178.2208692508934,3.0,"Нормально, но есть куда расти",0
100474,40.0,male,Новосибирск,standard,2021-06-02,1573.1461926182712,3.0,Товар в целом соответствует описанию,0
100616,23.0,female,Санкт-Петербург,standard,2023-09-01,1905.2048023676475,3.0,"Нормально, но есть куда расти",0
100507,67.0,male,Москва,basic,2021-07-02,548.6979870160509,4.0,"Очень доволен покупкой, спасибо магазину",0
100638,25.0,male,Екатеринбург,basic,2022-09-03,579.090618500168,5.0,"Прекрасное качество товара, рекомендую",0
100182,41.0,male,Москва,basic,2024-12-17,1298.4107182061657,3.0,Товар в целом соответствует описанию,1
100551,43.0,female,Санкт-Петербург,premium,2022-03-25,3296.162852473735,4.0,"Очень доволен покупкой, спасибо магазину",0
100221,35.0,male,Екатеринбург,standard,2021-03-25,1663.2632449651935,4.0,Рекомендую этот магазин всем друзьям,1
100327,19.0,male,Москва,basic,2023-02-26,553.9569933333978,2.0,Обслуживание оставляет желать лучшего,0
100484,45.0,male,Москва,premium,2024-09-20,2955.042391979404,5.0,"Отличный сервис, всё понравилось!",0
100213,38.0,female,Санкт-Петербург,premium,2021-02-19,3767.667899698385,4.0,"Прекрасное качество товара, рекомендую",0
100312,43.0,male,Москва,basic,2023-07-21,1045.9416161001855,4.0,"Прекрасное качество товара, рекомендую",1
100440,43.0,male,Нижний Новгород,basic,2021-12-06,940.4594075261255,5.0,"Очень доволен покупкой, спасибо магазину",0
100607,,female,Казань,basic,2023-01-22,,3.0,Доставка была средней скорости,1
100488,43.0,male,Казань,basic,2023-06-27,61000.0,5.0,"Очень доволен покупкой, спасибо магазину",0
100216,50.0,male,Санкт-Петербург,standard,2022-02-02,1974.966978507396,4.0,"Прекрасное качество товара, рекомендую",0
100636,35.0,female,Новосибирск,basic,2022-02-19,725.0556332944033,1.0,"Плохое качество товара, не советую",0
100634,16.0,male,Новосибирск,premium,2021-09-04,2501.7269689672335,5.0,"Отличный сервис, всё понравилось!",0
100593,60.0,female,Нижний Новгород,premium,2021-06-26,3217.658446948467,2.0,,1
100446,20.0,female,Екатеринбург,standard,2022-07-04,694.9250058671341,3.0,"Могло быть и лучше, но сойдёт",0
100329,150.0,male,Санкт-Петербург,basic,2023-11-02,911.9189053209,3.0,,0
100450,43.0,female,Екатеринбург,basic,2022-09-22,740.7622890772194,,"Могло быть и лучше, но сойдёт",0
100614,43.0,male,Москва,standard,2024-07-11,1483.1065399720665,2.0,"Ужасный опыт, больше не закажу",1
100105,27.0,female,Новосибирск,basic,2021-04-07,1190.5763214715246,5.0,"Очень доволен покупкой, спасибо магазину",0
100115,39.0,male,Москва,premium,2023-08-30,3860.1844977130704,5.0,"Очень доволен покупкой, спасибо магазину",0
100608,43.0,female,Екатеринбург,basic,2023-05-18,1145.7950235210233,4.0,"Прекрасное качество товара, рекомендую",0
100175,23.0,male,Нижний Новгород,basic,2021-02-13,847.8171298998175,4.0,Рекомендую этот магазин всем друзьям,0
100250,,male,Казань,standard,2023-11-24,2207.5719640799466,3.0,"Могло быть и лучше, но сойдёт",0
100251,34.0,female,Казань,basic,2023-02-17,1055.7644419328115,3.0,Товар в целом соответствует описанию,0
100008,34.0,female,Нижний Новгород,standard,2021-05-01,1282.1224867241956,4.0,"Прекрасное качество товара, рекомендую",0
100090,43.0,male,Новосибирск,standard,2022-10-16,1223.5559157207135,5.0,"Отличный сервис, всё понравилось!",0
100515,47.0,male,Новосибирск,basic,2022-11-17,997.9850935073846,1.0,"Ужасный опыт, больше не закажу",0
100363,50.0,male,Санкт-Петербург,basic,2024-03-10,844.6002986045397,3.0,Товар в целом соответствует описанию,0
100502,,male,Нижний Новгород,basic,2022-08-09,428.1782776773816,5.0,"Очень доволен покупкой, спасибо магазину",0
100356,41.0,female,Екатеринбург,standard,2021-06-23,1724.5800474743385,1.0,Обслуживание оставляет желать лучшего,1
100347,31.0,female,Москва,basic,2022-05-07,1008.7426849195895,2.0,"Ужасный опыт, больше не закажу",0
100530,57.0,female,Москва,premium,2024-12-03,3310.526112807497,3.0,"Могло быть и лучше, но сойдёт",0
100141,43.0,female,Москва,basic,2023-03-04,474.0167852338905,3.0,Доставка была средней скорости,0
100557,29.0,female,Екатеринбург,basic,2023-09-01,710.3736880761164,5.0,"Быстрая доставка, буду заказывать ещё",0
100044,41.0,female,Москва,standard,2023-08-29,1241.8640881874915,3.0,Товар в целом соответствует описанию,0
100043,30.0,other,Санкт-Петербург,basic,2021-01-08,725.2065358520672,4.0,"Быстрая доставка, буду заказывать ещё",1
100074,44.0,male,Санкт-Петербург,premium,2021-12-26,1981.6739697345802,5.0,"Быстрая доставка, буду заказывать ещё",0
100168,,male,Санкт-Петербург,basic,2024-11-20,691.7179142625405,3.0,"Нормально, но есть куда расти",0
100437,32.0,female,Москва,standard,2022-06-26,1973.838264218095,,"Быстрая доставка, буду заказывать ещё",0
100591,23.0,other,Екатеринбург,basic,2024-06-29,746.5226778182692,3.0,"Нормально, но есть куда расти",1
100067,210.0,male,Москва,premium,2022-04-05,784.5486120581445,5.0,"Очень доволен покупкой, спасибо магазину",0
100012,47.0,female,Казань,premium,2024-07-20,,4.0,"Быстрая доставка, буду заказывать ещё",0
100335,38.0,female,Екатеринбург,basic,2024-03-25,820.4891315846212,4.0,,0
100552,45.0,female,Новосибирск,standard,2021-08-06,1463.6324774268242,5.0,"Прекрасное качество товара, рекомендую",0
100245,64.0,female,Новосибирск,basic,2024-12-16,639.2764572626712,3.0,Товар в целом соответствует описанию,0
100257,43.0,female,Москва,premium,2022-08-16,3444.9856176857757,,"Очень доволен покупкой, спасибо магазину",0
100341,16.0,female,Москва,standard,2024-05-26,1569.881591695036,2.0,"Ужасный опыт, больше не закажу",0
100542,28.0,female,Новосибирск,standard,2021-10-25,2501.0255081591886,5.0,"Очень доволен покупкой, спасибо магазину",0
100279,52.0,female,Москва,standard,2023-01-09,1763.4114128807419,3.0,Товар в целом соответствует описанию,0
100399,44.0,male,Москва,basic,2021-03-25,1042.1839528961614,4.0,"Очень доволен покупкой, спасибо магазину",0
100178,40.0,male,Казань,standard,2021-11-27,1460.768428510119,4.0,"Прекрасное качество товара, рекомендую",0
100432,44.0,other,Нижний Новгород,basic,2022-10-02,,4.0,"Отличный сервис, всё понравилось!",0
100421,39.0,female,Новосибирск,basic,2022-12-23,968.963617837197,5.0,Рекомендую этот магазин всем друзьям,0
100084,33.0,female,Казань,premium,2023-04-20,4186.931422783216,2.0,"Плохое качество товара, не советую",1
100430,43.0,male,Москва,standard,2022-09-25,1522.3739185402014,5.0,"Прекрасное качество товара, рекомендую",1
100405,,female,Москва,basic,2023-02-02,866.5626031328516,5.0,"Быстрая доставка, буду заказывать ещё",0
100535,,female,Нижний Новгород,basic,2023-03-06,772.3196012462394,1.0,"Плохое качество товара, не советую",0
100080,34.0,male,Нижний Новгород,premium,2024-07-30,4553.509968584027,5.0,"Отличный сервис, всё понравилось!",0
100024,36.0,male,Казань,standard,2024-04-16,1367.2049323543724,1.0,Не рекомендую этот магазин никому,1
100016,28.0,male,Новосибирск,basic,2023-01-31,1045.093349412592,5.0,"Очень доволен покупкой, спасибо магазину",1
100364,25.0,male,Казань,basic,2021-09-26,1075.8504418298762,3.0,"Нормально, но есть куда расти",0
100290,37.0,other,Москва,standard,2024-03-13,2014.2820086617705,4.0,"Прекрасное качество товара, рекомендую",1
100265,44.0,female,Москва,basic,2023-04-08,,1.0,Не рекомендую этот магазин никому,1
100644,40.0,female,Санкт-Петербург,premium,2024-10-30,4698.7390718494225,4.0,"Быстрая доставка, буду заказывать ещё",0
100301,59.0,male,Москва,basic,2023-03-21,626.4234353741986,5.0,"Прекрасное качество товара, рекомендую",1
100276,43.0,male,Екатеринбург,basic,2021-04-16,933.1511652140753,3.0,Товар в целом соответствует описанию,1
100138,48.0,male,Екатеринбург,basic,2021-08-31,759.1016822636043,5.0,,1
100295,35.0,male,Новосибирск,standard,2021-11-17,880.9409078122976,3.0,Доставка была средней скорости,0
100034,28.0,other,Екатеринбург,basic,2024-06-13,626.7213104631892,3.0,Товар в целом соответствует описанию,0
100250,,male,Казань,standard,2023-11-24,2207.5719640799466,3.0,"Могло быть и лучше, но сойдёт",0
100382,54.0,female,Казань,premium,2023-05-22,52000.0,5.0,"Очень доволен покупкой, спасибо магазину",0
100010,28.0,male,Москва,basic,2022-12-26,1034.9219218969279,2.0,"Долго ждал доставку, очень разочарован",0
100023,53.0,male,Москва,standard,2021-12-31,1861.0609619738466,3.0,Товар в целом соответствует описанию,0
100291,35.0,male,Новосибирск,standard,2021-11-16,1685.0175184024145,4.0,Рекомендую этот магазин всем друзьям,0
100222,41.0,male,Санкт-Петербург,basic,2023-02-13,489.55883375878983,4.0,Рекомендую этот магазин всем друзьям,1
100517,46.0,other,Нижний Новгород,premium,2022-04-29,4209.780666106419,5.0,,0
100282,17.0,female,Санкт-Петербург,basic,2023-09-14,579.7498461199377,4.0,"Отличный сервис, всё понравилось!",0
100319,50.0,male,Санкт-Петербург,basic,2021-12-15,717.7172833016392,2.0,Обслуживание оставляет желать лучшего,1
100085,24.0,male,Нижний Новгород,basic,2022-07-23,787.207311442123,2.0,"Плохое качество товара, не советую",1
100320,24.0,female,Санкт-Петербург,standard,2023-09-30,1830.2514546868147,2.0,"Ужасный опыт, больше не закажу",0
100412,16.0,female,Новосибирск,standard,2022-11-07,1388.1364900643441,4.0,"Прекрасное качество товара, рекомендую",0
100584,25.0,male,Москва,standard,2021-02-20,858.2560261461963,5.0,Рекомендую этот магазин всем друзьям,0
100321,47.0,male,Казань,basic,2023-11-08,876.9078833230491,3.0,Доставка была средней скорости,0
100204,46.0,male,Санкт-Петербург,standard,2022-07-29,2194.3169447151276,4.0,Рекомендую этот магазин всем друзьям,0
100197,46.0,male,Казань,basic,2022-01-07,674.6210164565545,3.0,"Могло быть и лучше, но сойдёт",1
100322,36.0,other,Нижний Новгород,basic,2023-02-27,1045.0118770405938,3.0,Товар в целом соответствует описанию,1
100094,37.0,male,Екатеринбург,premium,2022-11-20,3113.8584608848464,5.0,"Быстрая доставка, буду заказывать ещё",0
100282,17.0,female,Санкт-Петербург,basic,2023-09-14,579.7498461199377,4.0,"Отличный сервис, всё понравилось!",0
100342,42.0,male,Москва,basic,2022-05-31,947.7404690867091,4.0,"Очень доволен покупкой, спасибо магазину",0
100358,41.0,male,Москва,basic,2021-12-24,916.4294141286994,4.0,Рекомендую этот магазин всем друзьям,0
100619,31.0,male,Нижний Новгород,premium,2023-12-14,4782.187675350924,4.0,Рекомендую этот магазин всем друзьям,1
100029,-12.0,female,Москва,premium,2024-04-21,5066.813880569819,5.0,"Очень доволен покупкой, спасибо магазину",0
100185,43.0,female,Москва,basic,2022-09-10,849.8601434273897,2.0,Обслуживание оставляет желать лучшего,0
100546,36.0,female,Нижний Новгород,basic,2022-09-06,718.1848209331959,1.0,Не рекомендую этот магазин никому,1
100293,56.0,male,Москва,premium,2021-08-14,3564.8223670866687,3.0,"Нормально, но есть куда расти",1
100179,37.0,male,Новосибирск,premium,2022-05-01,3203.9675673486713,3.0,"Нормально, но есть куда расти",0
100336,23.0,female,Казань,basic,2024-05-21,,5.0,Рекомендую этот магазин всем друзьям,1
100154,32.0,female,Санкт-Петербург,basic,2024-03-31,1102.3294046912974,5.0,"Прекрасное качество товара, рекомендую",0
